Infinite ID	Base ID	Answer
14484	281	NOTORIOUS
14485	496	TREMBLE
14486	179	GRANDIOSE
14487	91	SEASONABLE
14488	566	LYING
14489	496	ELOCUTION
14490	281	TREATMENT
14491	179	GONAD
14492	91	KINFOLKS
14493	496	INCIDENCE
14494	566	ADLIB
14495	281	ELITISM
14496	91	HEDONIST
14497	496	HAM
14498	179	HEADSTRONG
14499	566	ROBOT
14500	281	SNOWSHOE
14501	91	ACCURACY
14502	496	SCUD
14503	566	NICHE
14504	281	STAKEOUT
14505	179	HERS
14506	91	MOTIONLESS
14507	496	PERM
14508	281	NOCTURNAL
14509	566	USURY
14510	179	MOTHERLESS
14511	91	CURT
14512	496	I
14513	566	NEATH
14514	281	NACHOS
14515	179	MOTEL
14516	91	NINETY
14517	496	SOX
14518	281	EAGERNESS
14519	566	LEFTY
14520	91	ENFOLD
14521	179	MODERATELY
14522	496	BIDDING
14523	91	VIGNETTE
14524	281	RESTORATIVE
14525	566	ENSUE
14526	179	YARD
14527	496	CEDE
14528	91	ACCURATE
14529	281	SPRAT
14530	566	ETHIC
14531	179	EVERYDAY
14532	496	FA
14533	91	PIGEONHOLE
14534	281	SLED
14535	179	EYE
14536	566	LAUGH
14537	496	F
14538	91	FAMOUSLY
14539	281	NUPTIALS
14540	179	EAGLEEYED
14541	496	T
14542	566	POKER
14543	91	COLONIST
14544	179	GLADE
14545	281	EARTHENWARE
14546	496	CONTEXT
14547	91	ANTITHESIS
14548	566	ENSUE
14549	496	ROE
14550	281	SCURRILOUSLY
14551	179	LEGENDARY
14552	91	DISHONESTY
14553	566	VIDEO
14554	496	J
14555	179	RYE
14556	91	WATERTIGHT
14557	281	NIHILISTIC
14558	566	YACHT
14559	496	H
14560	91	REASONABLY
14561	179	FOREPLAY
14562	281	NOFAULT
14563	496	BABEL
14564	566	IRISH
14565	91	CLOUDY
14566	179	OPAL
14567	281	JELLO
14568	566	GENRE
14569	496	WILLFUL
14570	91	WANTONNESS
14571	179	POLARITY
14572	281	SHORELINE
14573	566	INANE
14574	496	WEAKLING
14575	91	GOUT
14576	281	SUBSIST
14577	179	TRY
14578	566	NORSE
14579	496	FRYER
14580	179	TERRIBLY
14581	91	LEMONADE
14582	281	DROPPINGS
14583	566	EXPEL
14584	496	MID
14585	179	BILE
14586	91	ASTHMA
14587	281	NOBILITY
14588	566	XYLEM
14589	281	NOSTRUM
14590	496	PITUITARY
14591	179	RESPONSIBLE
14592	91	REASONABLE
14593	566	SCOWL
14594	281	EARTHLY
14595	179	PERSON
14596	496	E
14597	91	AROUND
14598	281	STRICT
14599	179	REPRESENTATION
14600	566	WANLY
14601	91	DEGENERACY
14602	496	SPIGOT
14603	179	RETINAE
14604	281	WHITEHOT
14605	91	DISSERTATION
14606	496	OW
14607	566	IDIOM
14608	179	GREASEPAINT
14609	281	SERPENTINE
14610	91	SCONCE
14611	496	F
14612	566	FATAL
14613	179	GAP
14614	91	SATURDAY
14615	281	BRICKLAYING
14616	496	PREOCCUPY
14617	179	PARSONAGE
14618	566	ITCHY
14619	91	DONE
14620	281	SEAFARER
14621	496	BLUEBIRD
14622	566	TWERP
14623	179	SONAR
14624	91	CONCURRENT
14625	281	SWATHE
14626	566	CREDO
14627	496	SON
14628	179	OBSERVANT
14629	91	HUMANENESS
14630	281	NUNCIO
14631	496	AUTOCRAT
14632	566	YEARN
14633	179	BET
14634	281	NONSTOP
14635	91	COUP
14636	496	UNEARTH
14637	179	BRUNETTE
14638	566	ISLET
14639	91	LINEAL
14640	281	PORCH
14641	496	LEAN
14642	179	TURN
14643	281	WINDSWEPT
14644	566	OUNCE
14645	91	INFORM
14646	179	TRANSLUCENT
14647	496	ARMY
14648	281	SPARKLE
14649	566	NOWAY
14650	91	DEGENERATE
14651	179	CASTLE
14652	281	EARSHOT
14653	496	WRONGLY
14654	566	YOUNG
14655	91	SENSUOUSNESS
14656	179	FORECASTLE
14657	281	SQUARERIGGED
14658	91	TUNEUP
14659	496	LAWMAKER
14660	566	RIDER
14661	179	OER
14662	281	WEEDER
14663	91	TROUPE
14664	496	I
14665	566	GREEK
14666	179	OBLITERATE
14667	281	HUNTING
14668	91	HEDONISM
14669	496	TUBERCLE
14670	566	ABBOT
14671	179	BATTLE
14672	281	EMINENCE
14673	91	MONOTHEISM
14674	496	LAIR
14675	566	LATHE
14676	179	RETRACTABLE
14677	281	WORLDWIDE
14678	91	DONE
14679	496	GODSEND
14680	566	IRAQI
14681	179	CARE
14682	281	SQUALID
14683	91	FREEFORALL
14684	496	CESAREAN
14685	281	ESSAY
14686	566	NICHE
14687	179	LACROSSE
14688	281	WHAT
14689	91	ANNEAL
14690	496	BEAN
14691	281	STATUESQUE
14692	566	UTTER
14693	179	SOL
14694	91	FOUR
14695	496	ENCUMBER
14696	281	EER
14697	566	RAISE
14698	179	POLESTAR
14699	91	MALCONTENT
14700	281	RIGHTTOLIFE
14701	496	RAVISHING
14702	179	REAP
14703	566	LYRIC
14704	91	ALLPURPOSE
14705	496	ALLEGE
14706	281	SELL
14707	91	FINELY
14708	566	IVORY
14709	179	PILASTER
14710	496	LOVEBIRD
14711	281	SEEPAGE
14712	91	VIRTUE
14713	179	LIT
14714	281	NECESSITATE
14715	566	NEWEL
14716	496	RIB
14717	91	REGIONALLY
14718	179	RELATIVE
14719	281	NEWSMAN
14720	566	KUDZU
14721	179	RAVE
14722	496	TOM
14723	91	BOTHER
14724	281	LATECOMER
14725	179	PROVOCATIVE
14726	566	TERMS
14727	496	OW
14728	179	OCTOPI
14729	91	RUNNERUP
14730	281	ENGROSS
14731	496	U
14732	91	SENSUOUSNESS
14733	566	ACHOO
14734	179	COOPERATION
14735	281	WISELY
14736	91	GENERA
14737	496	IRON
14738	566	HERON
14739	179	ROAN
14740	91	CALISTHENICS
14741	281	SATISFACTION
14742	496	INCA
14743	566	HONEY
14744	179	ROMANIAN
14745	91	RATIONALLY
14746	281	ENDEARMENT
14747	179	AIM
14748	566	UMBER
14749	496	DREAM
14750	179	FAMISHED
14751	281	WATERTIGHT
14752	91	IMMORTALLY
14753	496	TIGHTLY
14754	566	SHARK
14755	281	SOLDER
14756	179	SHED
14757	91	SINEWY
14758	281	EVACUATION
14759	496	Z
14760	566	ERROR
14761	179	HEDONISTIC
14762	91	FLATFOOTED
14763	281	OSTENTATIOUSLY
14764	496	OUR
14765	179	TONIC
14766	566	OCEAN
14767	91	CORONARY
14768	281	NORMAL
14769	179	CONCERTINA
14770	496	KEEPSAKE
14771	566	IDIOM
14772	91	CARTEL
14773	281	NONDEDUCTIBLE
14774	179	ACNE
14775	91	PHONETIC
14776	496	ATONAL
14777	566	OZONE
14778	281	SELFEDUCATED
14779	179	NEWSCASTER
14780	91	FURL
14781	496	HANDBOOK
14782	281	SELFDESTRUCT
14783	179	WREST
14784	566	NOVEL
14785	91	MONK
14786	281	NONEXEMPT
14787	179	FLYSWATTER
14788	496	CATBOAT
14789	91	KNOTHOLE
14790	566	ADIOS
14791	179	FLAY
14792	281	NOCTURNALLY
14793	496	SHANT
14794	91	FINERY
14795	566	BURNT
14796	281	MANFUL
14797	179	CLASSIFY
14798	496	T
14799	566	OTHER
14800	91	FREEFORALL
14801	281	ENTOURAGE
14802	496	INSIDIOUS
14803	179	SIC
14804	91	NONRENEWABLE
14805	281	SCRUBBER
14806	496	RACY
14807	566	EMCEE
14808	179	CAMPSITE
14809	281	SOURNESS
14810	91	NEURON
14811	496	IRE
14812	566	VISOR
14813	179	TAMP
14814	281	NASTURTIUM
14815	91	NINETY
14816	566	INERT
14817	179	PAVEMENT
14818	496	QUARK
14819	91	SUBURBAN
14820	281	NONFICTION
14821	179	NEE
14822	496	G
14823	566	SLICK
14824	91	NONO
14825	179	RENEWABLE
14826	281	ENNOBLE
14827	91	ENFOLD
14828	496	REMARK
14829	281	GALLEY
14830	566	ABODE
14831	179	BRAWL
14832	91	VIGNETTE
14833	496	NEXT
14834	281	SLOSH
14835	566	RAVEN
14836	179	ANSWERABLE
14837	91	SCURVY
14838	281	SHAPELESS
14839	496	DUN
14840	566	OLDEN
14841	179	EASE
14842	91	ANNEAL
14843	566	UNTIE
14844	281	NONTOXIC
14845	496	H
14846	179	FEASIBLE
14847	91	TARTAR
14848	496	CM
14849	281	EARNESTLY
14850	566	GIRTH
14851	179	LIB
14852	91	BARONIAL
14853	496	F
14854	179	IMAGINABLE
14855	281	SCREENWRITER
14856	566	TREAD
14857	91	MONOTHEISM
14858	179	MANAGE
14859	496	EUPHORIC
14860	566	OWNER
14861	91	PHONEMIC
14862	281	NATAL
14863	179	POMEGRANATE
14864	496	BOAR
14865	566	TRASH
14866	91	NORTHERN
14867	281	NONCONDUCTOR
14868	179	POET
14869	496	ATTIC
14870	91	TUNEUP
14871	566	MOSES
14872	281	BREED
14873	179	OPENANDSHUT
14874	496	RIM
14875	91	LURK
14876	566	TRUCE
14877	179	UNHAND
14878	281	SUNDOWN
14879	91	RUNNERUP
14880	496	D
14881	179	UNDERNEATH
14882	566	ROOST
14883	91	CULTURALLY
14884	281	SMUGLY
14885	496	MISERABLY
14886	179	ERE
14887	566	OWNER
14888	91	DEBONAIR
14889	281	OVERWHELM
14890	179	GREATNESS
14891	496	B
14892	281	NINE
14893	566	IDIOM
14894	91	ACROSSTHEBOARD
14895	179	ANGST
14896	281	NOBRAINER
14897	496	T
14898	566	RIGHT
14899	179	ESTRANGED
14900	91	POLYNESIAN
14901	281	EH
14902	496	RACE
14903	566	ITCHY
14904	179	RED
14905	281	STYMIE
14906	91	UNORTHODOX
14907	179	DEVELOPER
14908	496	CHEERFUL
14909	566	HUMOR
14910	281	WOBBLY
14911	179	ELOPE
14912	91	WHENEVER
14913	566	DITCH
14914	496	PUMP
14915	281	SELFINDULGENT
14916	179	TELEPHONE
14917	496	SALARIED
14918	91	SURE
14919	566	REFER
14920	281	BRAG
14921	179	NTH
14922	496	N
14923	566	ISLAM
14924	91	ELECTRONICALLY
14925	281	SEASICKNESS
14926	179	TRENCHANT
14927	496	F
14928	566	DRIER
14929	91	PROFOUND
14930	179	REACT
14931	496	I
14932	281	SWIFTLY
14933	566	THICK
14934	91	ADMONISH
14935	179	REFRACTION
14936	566	RADON
14937	281	NONCOMPLIANCE
14938	496	JEWEL
14939	91	AROUND
14940	566	ALOUD
14941	179	IRON
14942	281	NAVAHO
14943	91	ARSONIST
14944	496	BAG
14945	179	ASPIRATION
14946	566	INPUT
14947	281	PROMISING
14948	91	CONFOUND
14949	179	PASTA
14950	496	CRYBABY
14951	281	WOODSHED
14952	566	THORN
14953	179	SEPARATIST
14954	91	RATIONALLY
14955	496	F
14956	281	SUBVERSIVE
14957	179	SITE
14958	566	UNDUE
14959	496	FORMAT
14960	91	MURK
14961	179	TAILLESS
14962	281	EMBEZZLER
14963	566	NOBLE
14964	91	REGENERATE
14965	496	S
14966	281	STICKLER
14967	179	ALL
14968	566	LUPUS
14969	91	BEFORE
14970	281	WEEKNIGHT
14971	496	NOUN
14972	179	SKELETAL
14973	566	ERASE
14974	179	SEEK
14975	281	TORQUE
14976	91	PRONTO
14977	496	EQUATE
14978	566	PRUNE
14979	179	WEAKNESS
14980	281	ENERVATE
14981	91	PERFORCE
14982	566	PORCH
14983	496	MEDICATE
14984	179	WAN
14985	91	CITRONELLA
14986	281	WELLBEING
14987	566	PATIO
14988	179	RENEWABLE
14989	496	T
14990	179	REBEL
14991	281	SHORTBREAD
14992	91	HITHER
14993	566	YEARN
14994	496	BUSHED
14995	179	REVERSIBLE
14996	91	SPOONERISM
14997	281	EXALTATION
14998	566	PODIA
14999	496	NEEDFUL
15000	179	RISE
15001	91	SUREFOOTED
15002	496	FOWL
15003	281	WRAPUP
15004	179	WISEACRE
15005	566	LATCH
15006	91	ANNEAL
15007	496	RESURRECT
15008	179	WAC
15009	281	SALVAGEABLE
15010	496	I
15011	566	ADORE
15012	91	UNDERTAKEN
15013	179	SANDWICH
15014	496	GALLIVANT
15015	281	ELECTROLYTIC
15016	179	DISH
15017	566	TASTE
15018	91	BRUNETTE
15019	179	GOLDFISH
15020	496	NA
15021	281	VAGABOND
15022	91	LATHER
15023	179	LOG
15024	496	HOMBURG
15025	566	RUINS
15026	91	NINETY
15027	281	SEEMLY
15028	179	REGULATION
15029	566	INNER
15030	91	SLOTHFUL
15031	496	PRESERVE
15032	281	SEPTEMBER
15033	179	NATURE
15034	91	DEGENERATE
15035	566	ELECT
15036	281	NEPOTISM
15037	496	Y
15038	179	UNDERWATER
15039	91	FOURTEEN
15040	566	RAZOR
15041	281	NEWSPAPERMAN
15042	496	GIDDINESS
15043	179	DEW
15044	91	ASTONISH
15045	281	CHIHUAHUA
15046	496	N
15047	566	RAINY
15048	179	DOWNSTREAM
15049	91	BREAKTHROUGH
15050	281	EMIGRATION
15051	496	Q
15052	566	OUTDO
15053	179	MATRON
15054	91	WHENEVER
15055	281	WILLFUL
15056	566	ALERT
15057	179	DEMONSTRATE
15058	496	ROUNDTRIP
15059	91	YOUTHFUL
15060	281	SANDBANK
15061	566	SHADY
15062	496	PROGENY
15063	179	SEED
15064	91	RENEGE
15065	281	ENGRAVER
15066	179	DEEPNESS
15067	566	EERIE
15068	91	ABOUND
15069	496	EMOLLIENT
15070	179	PEN
15071	281	WINCH
15072	91	BARONESS
15073	566	INNER
15074	179	PLEBEIAN
15075	496	BYE
15076	281	SIAMESE
15077	91	WILLOTHEWISP
15078	566	GISMO
15079	179	BAIL
15080	281	ENVIRONS
15081	496	TOUGHNESS
15082	179	VIOLABLE
15083	91	BRUNETTE
15084	496	DESTROYER
15085	566	THEIR
15086	281	BOAR
15087	496	REPLY
15088	179	LEO
15089	566	LYRIC
15090	91	BREATHABLE
15091	281	NITROGLYCERIN
15092	179	SOMEPLACE
15093	496	AT
15094	566	OZONE
15095	91	RENEGE
15096	281	NOTHING
15097	179	SCAMP
15098	496	H
15099	281	SENSATIONALLY
15100	91	OVERTURE
15101	566	YIELD
15102	496	ADIEUX
15103	179	ESCARPMENT
15104	281	SELFDECEPTION
15105	566	AFTER
15106	496	A
15107	91	POSTPONEMENT
15108	179	TREE
15109	281	NIGHTINGALE
15110	496	PUNT
15111	566	LIBEL
15112	91	FARTHING
15113	179	FOREFEET
15114	496	A
15115	281	NUTTY
15116	566	IRISH
15117	179	FOE
15118	496	AFTERMATH
15119	91	EMINENCE
15120	566	ORGAN
15121	281	PIQUANCY
15122	496	GANDER
15123	179	PIANOFORTE
15124	91	POUR
15125	566	NOOSE
15126	179	PATRON
15127	281	ENDORSEMENT
15128	496	BISTRO
15129	91	AUTONOMY
15130	566	YAHOO
15131	179	TRANSPORTER
15132	281	SPECKLE
15133	91	OVERTONE
15134	496	LAW
15135	566	TEENY
15136	179	REST
15137	91	ORNERY
15138	281	STING
15139	496	BOZO
15140	566	NOISY
15141	179	TRANSVERSE
15142	496	RE
15143	281	NATURALIZE
15144	91	TURF
15145	566	OTHER
15146	496	SLOWNESS
15147	179	RAVEN
15148	91	CINEMA
15149	281	NOTEBOOK
15150	566	NOTCH
15151	496	PINBALL
15152	179	DAVENPORT
15153	91	AFFORD
15154	566	ALOHA
15155	281	EMISSION
15156	496	WINDY
15157	91	ELECTRONICALLY
15158	179	POD
15159	281	MYRIAD
15160	566	SCONE
15161	179	SPORADICALLY
15162	496	TRIM
15163	91	CURE
15164	281	SPUD
15165	566	HINDU
15166	179	RACIALLY
15167	91	PONY
15168	496	FURL
15169	281	STANDOUT
15170	179	REALISTICALLY
15171	566	NOTED
15172	91	UNDERTAKER
15173	496	DUEL
15174	281	NITRATE
15175	566	WHIRR
15176	179	LIST
15177	91	RUNNERUP
15178	281	EXCOMMUNICATION
15179	496	E
15180	566	ENACT
15181	179	SHORTLIVED
15182	91	PROFOUND
15183	281	STIPULATE
15184	496	BYEBYE
15185	566	LEACH
15186	179	HORDE
15187	91	ATONAL
15188	281	NONJUDGMENTAL
15189	496	CHID
15190	179	WHOLEHEARTED
15191	91	OBDURACY
15192	566	GNASH
15193	179	WEALTH
15194	281	NORTHERNER
15195	91	PHONEMIC
15196	496	THE
15197	566	ROGUE
15198	281	CONTINUALLY
15199	179	FATHERINLAW
15200	91	CURB
15201	496	CONFUSE
15202	566	AZTEC
15203	281	SMITH
15204	179	FAIR
15205	496	FELL
15206	91	BARONIAL
15207	566	EMOTE
15208	281	SHALT
15209	179	PARAFFIN
15210	496	ASTER
15211	91	BEFORE
15212	281	BLOODSHED
15213	566	TAUNT
15214	179	NAP
15215	281	NUTTINESS
15216	496	Q
15217	91	VENEER
15218	179	PYROMANIA
15219	566	HADES
15220	281	NOTEWORTHY
15221	496	UH
15222	179	MAYOR
15223	91	HITHER
15224	281	EWER
15225	566	EMAIL
15226	179	TEMPORARY
15227	496	SAY
15228	91	PERSONABLE
15229	281	SPAGHETTI
15230	179	PET
15231	566	RISEN
15232	281	WHIPLASH
15233	496	RECITAL
15234	91	POLYTHEIST
15235	179	SPECIALIST
15236	496	A
15237	566	WORST
15238	91	PHONEY
15239	281	SEPULCHRAL
15240	179	SILICA
15241	496	ELEVENTH
15242	91	BEFOUL
15243	566	IRISH
15244	179	CAPITALIST
15245	91	TUNEUP
15246	281	MENHADEN
15247	566	DRIER
15248	496	A
15249	179	APT
15250	91	BAREFOOTED
15251	281	SELFPORTRAIT
15252	566	THEIR
15253	179	PILASTER
15254	496	LIFEGUARD
15255	91	SALMONELLA
15256	281	SWIFTLY
15257	566	HUMUS
15258	179	LIRE
15259	496	LO
15260	91	CORTEX
15261	281	NOTHING
15262	566	EXTRA
15263	179	LIBERATE
15264	496	T
15265	91	UNWONTED
15266	281	NUTRITION
15267	566	JUNCO
15268	179	BAT
15269	496	AVERAGE
15270	91	LURE
15271	281	BELLICOSE
15272	566	OLDEN
15273	179	VERBATIM
15274	496	BLACKBALL
15275	91	JOURNEYMAN
15276	281	WASTEPAPER
15277	566	YODEL
15278	179	RIME
15279	496	FLEETNESS
15280	91	INFORM
15281	281	STRATAGEM
15282	496	CONVIVIAL
15283	566	REACT
15284	179	TIRESOME
15285	91	REFINEMENT
15286	281	EARTHLING
15287	496	FECKLESS
15288	179	SOT
15289	566	ALPHA
15290	91	DEFORM
15291	281	SUSCEPTIBILITY
15292	496	CAN
15293	179	DISHONEST
15294	91	COLONIAL
15295	566	ASTER
15296	281	WANDERER
15297	496	AWESTRUCK
15298	179	SHIED
15299	281	MASTER
15300	566	ROMEO
15301	91	MORTAL
15302	179	HEADFIRST
15303	496	P
15304	281	EROTIC
15305	566	OLDIE
15306	179	ART
15307	91	ANTAGONISTIC
15308	496	I
15309	281	WETNESS
15310	179	TERMINATION
15311	566	NASAL
15312	91	SUREFOOTED
15313	281	SIDEBYSIDE
15314	496	Z
15315	91	DEGENERATE
15316	179	MENTION
15317	281	EMBATTLED
15318	566	GRUEL
15319	91	ANEURYSM
15320	179	PROMINENTLY
15321	496	GROVE
15322	281	WEATHERBEATEN
15323	91	AUTONOMY
15324	566	ITCHY
15325	179	PLY
15326	496	WIDEAWAKE
15327	281	SMITTEN
15328	91	CONCURRENT
15329	566	GOING
15330	179	SEPARATELY
15331	281	EVIDENCE
15332	496	N
15333	91	NONO
15334	566	IDIOM
15335	179	AERATE
15336	496	STOPWATCH
15337	91	BURP
15338	281	BEDRIDDEN
15339	179	REPATRIATE
15340	566	DEBUT
15341	281	SEMITIC
15342	496	TIMES
15343	91	TAXONOMY
15344	179	RIP
15345	566	ITCHY
15346	281	SECULARIZE
15347	179	MISPRINT
15348	496	SUCKLE
15349	566	STREW
15350	91	MONOTHEIST
15351	281	NEWFANGLED
15352	179	MINT
15353	496	J
15354	91	ONEONONE
15355	281	NEIGHBORHOOD
15356	566	SABRE
15357	179	REMITTANCE
15358	91	LOUT
15359	281	INNING
15360	496	GEMSTONE
15361	566	USURY
15362	179	CARET
15363	91	WHENEVER
15364	281	ENZYME
15365	179	OVERREACT
15366	496	N
15367	566	XEROX
15368	91	ALLURING
15369	281	WORLDLYWISE
15370	179	ROE
15371	496	XRAY
15372	91	RESONATE
15373	566	ITCHY
15374	281	SANDPAPER
15375	179	ENTOURAGE
15376	91	BURP
15377	496	SUPPER
15378	179	GAUNT
15379	566	LOWER
15380	281	ENCHANTMENT
15381	91	ORNERY
15382	179	REPUGNANT
15383	496	BRAWLER
15384	281	WACKO
15385	91	COURTESY
15386	566	ENTRY
15387	496	DRIER
15388	179	PER
15389	281	SUPERLATIVELY
15390	566	ADOBE
15391	91	PIGEONTOED
15392	496	X
15393	179	PERFORATE
15394	281	EMBLEM
15395	566	HEART
15396	91	WORTHILY
15397	496	PLOT
15398	179	ORATE
15399	281	PERENNIALLY
15400	566	NICHE
15401	91	CONSONANCE
15402	496	OX
15403	179	ACCELERATION
15404	281	NAVAJO
15405	91	SLOTHFUL
15406	566	BREAD
15407	496	CINEMA
15408	179	CANCEL
15409	91	PHONETIC
15410	281	NOWADAYS
15411	496	QUEERNESS
15412	566	UNDUE
15413	179	RECALCITRANT
15414	91	PERFORCE
15415	281	SELFCONTAINED
15416	496	X
15417	179	TRAIT
15418	566	NEEDS
15419	91	ARSONIST
15420	281	SENT
15421	496	DB
15422	179	NATURALIST
15423	91	FOURTH
15424	566	HYENA
15425	281	NAKEDLY
15426	496	HAT
15427	179	ULNA
15428	91	LINEUP
15429	281	NITROGEN
15430	566	ASCOT
15431	496	CHECKLIST
15432	91	OBDURACY
15433	179	UNDULATE
15434	281	DISAPPEARANCE
15435	496	CHASTEN
15436	566	LEARN
15437	179	DUE
15438	91	PASSIONATELY
15439	566	ODDLY
15440	281	EMPIRE
15441	496	POLL
15442	179	SEDUCTION
15443	91	SUREFOOTED
15444	281	STOCKSTILL
15445	566	FIFTH
15446	496	PRESENCE
15447	179	TONIC
15448	91	PASSIONATELY
15449	281	STEPCHILD
15450	496	DISEMBARK
15451	566	FRIAR
15452	179	RECEPTIONIST
15453	91	BESOUGHT
15454	281	NONFATAL
15455	179	SPRITE
15456	496	HUNT
15457	91	ANNEAL
15458	566	ADDLE
15459	179	DESCRIPTIVE
15460	281	NORTHWESTERN
15461	496	G
15462	566	NAIVE
15463	91	EFFORT
15464	179	DICE
15465	496	GUARDEDLY
15466	281	EYESIGHT
15467	566	YEAST
15468	179	DECEIVER
15469	91	ANNEAL
15470	281	CLUBHOUSE
15471	496	H
15472	566	LEAVE
15473	179	REV
15474	91	SOUTHPAW
15475	281	SALTCELLAR
15476	496	SANDBOX
15477	179	ENGRAVER
15478	566	APACE
15479	91	STRONGLY
15480	496	P
15481	281	SHILLING
15482	179	RAGE
15483	566	ELOPE
15484	91	PORTER
15485	281	NACHOS
15486	179	REFRIGERATE
15487	496	HAWAIIAN
15488	566	NANNY
15489	91	CANNONBALL
15490	179	RETIRE
15491	281	ENGINEERING
15492	566	YIELD
15493	496	TAXING
15494	91	QUARTERS
15495	179	SEMITRAILER
15496	281	SPINDLY
15497	566	OPTIC
15498	91	DETHRONEMENT
15499	179	SLAM
15500	496	SHOD
15501	281	NAUTICAL
15502	566	USHER
15503	91	UNFAITHFULLY
15504	179	SCHOOLMARM
15505	281	NITPICK
15506	496	REPRESENT
15507	566	METRE
15508	91	DIAGONALLY
15509	179	MOOCH
15510	281	MEAGRE
15511	496	SPED
15512	91	RECOURSE
15513	566	ISLET
15514	281	STROLLER
15515	179	CHROMOSOME
15516	496	EH
15517	566	THICK
15518	91	CONK
15519	179	MORE
15520	281	SLOB
15521	496	MAT
15522	566	ENJOY
15523	91	CONFOUND
15524	496	D
15525	179	TWOTIMER
15526	281	PORT
15527	566	PEONY
15528	179	WIT
15529	91	MAGNESIA
15530	281	NONFLAMMABLE
15531	496	PARABOLIC
15532	566	IDIOM
15533	179	WRISTBAND
15534	281	NOODLE
15535	91	KINFOLKS
15536	496	SCUZZY
15537	179	BRAND
15538	281	ELATION
15539	566	XEROX
15540	496	A
15541	91	ANEW
15542	179	LANDLUBBER
15543	281	SPARE
15544	566	LETUP
15545	91	SURTAX
15546	179	BULL
15547	496	FACET
15548	281	WILLYNILLY
15549	566	SHEEP
15550	91	DISCONNECT
15551	179	VULNERABLY
15552	496	LUNACY
15553	281	SECULAR
15554	91	QUARTERS
15555	179	YEARN
15556	566	NURSE
15557	281	KNOWLEDGE
15558	496	PREVAIL
15559	179	EYESTRAIN
15560	91	REFINEMENT
15561	566	ARENA
15562	179	SIT
15563	281	SELFPRESERVATION
15564	496	OSTRACISM
15565	566	KIOSK
15566	91	LUSCIOUSNESS
15567	179	RAINSTORM
15568	281	SWIFT
15569	566	TAMER
15570	496	SELL
15571	91	RESPONSIVE
15572	179	ARMOR
15573	281	NOSHOW
15574	566	ITCHY
15575	496	ABBEY
15576	179	PERMAFROST
15577	91	WITHIN
15578	281	NICE
15579	496	TO
15580	566	MOCHA
15581	179	PEST
15582	91	NONRENEWABLE
15583	496	T
15584	281	PETRIFACTION
15585	179	IMPERSONATE
15586	566	ENJOY
15587	91	ANTHER
15588	496	MINISTRY
15589	179	ENAMOR
15590	281	WORKOUT
15591	179	REMUNERATION
15592	566	LIPID
15593	91	FINELY
15594	281	STEEPNESS
15595	496	F
15596	91	EITHER
15597	179	UNITE
15598	281	EXCEED
15599	566	BANTU
15600	91	SPOONFUL
15601	496	ABSORBING
15602	179	SENSUALITY
15603	91	HITHER
15604	281	SLENDERNESS
15605	566	OUGHT
15606	91	HUMANENESS
15607	179	SLAY
15608	281	WATERWAY
15609	496	CRUST
15610	566	WHARF
15611	91	BRETHREN
15612	179	PLEASANTLY
15613	496	N
15614	281	INCOMPATIBLE
15615	566	EAGER
15616	91	NATIONWIDE
15617	179	PANEL
15618	496	YULE
15619	281	ELECTIVE
15620	91	THOROUGHLY
15621	566	TEASE
15622	179	ENCAPSULATION
15623	281	WELLSPRING
15624	496	HAVENT
15625	91	MANNERLY
15626	179	CAUTION
15627	566	HONOR
15628	281	SNEER
15629	91	FLATFOOTED
15630	496	DATED
15631	179	ELUCIDATION
15632	566	IDLER
15633	281	ECCENTRIC
15634	496	SHORN
15635	91	CORONARY
15636	179	LID
15637	281	WATERY
15638	496	I
15639	566	ATTIC
15640	179	UNRIVALLED
15641	91	SPOUSE
15642	281	STRICTNESS
15643	496	LI
15644	566	CLOWN
15645	179	UNREAL
15646	91	ANNEAL
15647	281	ELUSIVE
15648	496	CG
15649	566	TIDAL
15650	91	CAROUSEL
15651	179	NEUTRALIZE
15652	566	REFIT
15653	281	ACCOST
15654	496	VIXEN
15655	179	ZIT
15656	91	CITRONELLA
15657	281	SEACOAST
15658	496	FE
15659	566	DEPTH
15660	179	SCRUTINIZE
15661	91	MATURELY
15662	281	SENSUAL
15663	496	TON
15664	566	ENNUI
15665	179	CRUISE
15666	91	NATIONWIDE
15667	281	NEGOTIATOR
15668	566	SHRED
15669	179	SUPERFICIAL
15670	496	H
15671	91	CAROUSEL
15672	566	ETUDE
15673	281	NEARSIGHTEDNESS
15674	179	PAIL
15675	496	STACKS
15676	566	PURSE
15677	91	NONO
15678	281	REJECTION
15679	179	PARTICIPLE
15680	91	PROFOUNDLY
15681	496	F
15682	566	UNCLE
15683	281	EMPRESS
15684	179	CREPT
15685	496	HAY
15686	91	RESONANT
15687	179	PROTECTOR
15688	281	WILLINGLY
15689	566	GOING
15690	91	ANATHEMA
15691	496	SEVERELY
15692	179	TOO
15693	281	SHOTPUTTER
15694	566	YIELD
15695	496	OBSTACLE
15696	91	SCONCE
15697	281	EROGENOUS
15698	179	DESOLATION
15699	496	C
15700	566	UTERI
15701	91	MATURELY
15702	281	WHIG
15703	496	BACKSPACE
15704	179	DENIAL
15705	566	MUNCH
15706	281	STAGNATE
15707	91	NONRENEWABLE
15708	179	INORDINATELY
15709	496	RAT
15710	281	EMBITTER
15711	566	KARMA
15712	91	UNFOLD
15713	496	T
15714	179	IRONY
